SaleID,CustomerID,WineDesignation,Quantity,SaleAmount,SaleDate
11972,1933,Barrel Selection,2,429.38,2022-08-21
11973,1511,Artisan Series Cuvée,2,511.03,2024-01-09
11974,4161,Clos Triguedina Le Rosé du Clos,1,328.74,2024-05-09
11975,3867,Estate Reserve Reserve,2,629.52,2022-08-12
11976,2398,Vintage Collection Selection,2,153.16,2023-05-19
11977,3174,Old Vine Reserve,3,604.04,2023-11-22
11978,2374,Grassnitzberg,5,323.19,2022-10-28
11979,4821,Old Vine Estate,4,579.31,2022-11-19
11980,2073,Founders Reserve Selection,2,544.41,2022-08-19
11981,1852,Classic Reserve,5,343.04,2024-03-02
11982,2746,Founders Reserve Reserve,1,458.77,2022-12-26
11983,861,Grand Cru Selection,4,572.22,2023-08-10
11984,424,Premium Blend,2,392.0,2022-09-18
11985,3492,Bien Nacido Vineyard Block Q,4,444.64,2024-05-29
11986,3557,Admon Vineyard,5,442.05,2023-12-15
11987,1011,Single Vineyard Estate,4,467.69,2022-09-13
11988,4020,Boschetti Vineyard,1,349.31,2024-01-27
11989,4220,Family Estate Selection,2,316.81,2024-02-15
11990,4534,Special Cuvée Estate,3,379.89,2022-08-12
11991,1654,Martin Cendoya Reserva,4,440.21,2023-05-07
11992,2549,Alexander School Reserve,3,405.37,2023-04-25
11993,4010,Reserve Selection,5,390.16,2023-03-03
11994,4286,Single Vineyard Selection,5,499.23,2024-01-11
11995,4165,Founders Reserve Cuvée,1,562.18,2023-12-24
11996,3957,Barrel Selection Reserve,1,513.18,2023-12-04
11997,3804,Single Vineyard Cuvée,2,285.62,2024-03-13
11998,3111,Cellar Reserve Selection,4,449.48,2022-12-12
11999,795,Icon Wine Selection,1,410.48,2023-01-19
12000,1146,Artisan Series Selection,3,343.79,2023-11-22
12001,1958,Grand Cru Reserve,2,662.34,2024-03-20
12002,4519,Premium Blend Selection,2,358.16,2022-09-25
12003,2409,Single Vineyard Selection,1,470.59,2024-02-02
12004,4925,Erdener Treppchen Spätlese,3,376.78,2023-07-01
12005,207,Red Bucket,3,419.14,2022-10-16
12006,4875,Founders Reserve Estate,4,563.95,2023-09-17
12007,2651,Reserve Selection,5,346.89,2023-10-16
12008,4727,Special Cuvée,5,535.23,2023-06-14
12009,3823,Special Cuvée Estate,5,422.4,2023-11-01
12010,2919,Praepositus,1,402.17,2023-12-15
12011,1444,Old Vine Estate,3,569.54,2023-07-04
12012,1440,Founders Reserve Estate,3,428.07,2023-08-25
12013,53,Château Selection Estate,2,455.09,2022-09-01
12014,2729,Whistling Ridge Vineyard,2,413.72,2023-12-11
12015,1957,Black Label Estate Grown,2,399.44,2023-03-21
12016,4291,Master Selection Selection,4,607.89,2023-04-05
12017,4889,Prestige Collection Selection,3,615.65,2023-03-17
12018,4166,Artisan Series,2,477.36,2023-08-20
12019,4653,Black Magic,4,384.1,2024-05-13
12020,3651,Private Reserve Reserve,2,441.17,2023-01-12
12021,4207,Ikon,1,310.46,2022-10-06
12022,92,Suliccenti,2,401.63,2023-10-11
12023,1604,Limited Edition Estate,3,396.27,2023-11-15
12024,609,Estate Reserve Estate,2,502.02,2023-06-20
12025,28,Old Vine Cuvée,2,386.66,2023-02-12
12026,4092,Estate Reserve,1,475.95,2023-04-12
12027,4096,Radice,2,459.41,2022-11-04
12028,2546,Special Cuvée Cuvée,4,377.5,2024-03-02
12029,1019,Master Selection Reserve,3,349.9,2023-06-16
12030,2077,Old Vine,4,614.17,2023-11-16
12031,1348,Cellar Reserve Estate,1,479.33,2024-04-08
12032,4765,Artisan Series Estate,4,400.88,2023-02-03
12033,4039,Estate Late Harvest White,1,420.68,2022-08-15
12034,28,Family Estate Estate,5,653.4,2023-03-07
12035,3435,Classic Reserve Cuvée,1,528.49,2023-12-03
12036,471,Prestige Collection Selection,2,391.29,2023-10-10
12037,3355,Grand Reserve,1,591.17,2022-07-15
12038,1122,Private Reserve,1,652.62,2023-10-26
12039,4406,Noble Reserve,4,356.9,2022-12-16
12040,2153,Single Vineyard Selection,2,564.49,2024-03-10
12041,1085,Prestige Collection Cuvée,5,700.18,2023-05-12
12042,257,Grand Cru Reserve,5,613.06,2023-07-27
12043,4784,Grand Cru Estate,1,358.45,2022-12-16
12044,1065,Prestige Collection Estate,4,472.82,2023-12-25
12045,2947,Limited Edition Cuvée,3,457.06,2022-10-12
12046,2245,Terras de Xisto,3,330.78,2023-03-17
12047,3636,Grand Cru Estate,4,508.69,2024-04-05
12048,1060,Château Selection Reserve,2,382.86,2023-06-18
12049,1047,Heritage Collection,5,325.9,2023-08-15
12050,3676,Nicholas Estate,2,366.76,2022-10-06
12051,4561,Serrig Schloss Saarsteiner Beerenauslese Goldkapsel,3,401.94,2024-02-07
12052,2957,Family Estate Selection,3,511.07,2023-01-28
12053,1535,Single Vineyard Selection,3,607.41,2023-03-22
12054,2686,Classic Reserve,4,532.73,2023-07-02
12055,3405,Noble Reserve Cuvée,1,354.11,2023-06-14
12056,4154,Côte Sud Vineyard,1,370.62,2022-12-12
12057,367,Il Drago e Le Sette Colombe,1,334.22,2022-10-13
12058,3993,Barrel Selection Selection,5,412.3,2023-11-20
12059,1915,Vintage Collection Selection,1,506.97,2022-10-16
12060,3949,Vintage Collection,3,411.15,2023-11-13
12061,4129,Paraboll,3,386.39,2023-03-12
12062,2598,Private Reserve,3,516.85,2023-09-12
12063,637,Founders Reserve Selection,2,435.89,2023-06-05
12064,2878,Icon Wine Estate,4,518.63,2023-03-12
12065,2650,Stones & Bones,2,330.49,2022-12-26
12066,1671,Master Selection,4,479.28,2023-07-28
12067,4401,Château Selection Selection,5,432.88,2023-07-29
12068,3100,Villa Borghetti,1,382.88,2024-03-11
12069,88,Premium Blend Selection,4,438.6,2024-04-03
12070,1174,Vintage Collection,3,442.43,2023-11-15
12071,2980,Grand Reserve,2,533.76,2024-04-26
12072,756,Special Cuvée Cuvée,3,488.54,2023-09-17
12073,4408,Heritage Collection,1,443.0,2023-06-06
12074,1776,Family Estate Reserve,1,541.76,2023-04-29
12075,3198,Reserve Selection,4,404.93,2023-02-20
12076,61,Grand Reserve Cuvée,1,538.31,2024-04-28
12077,2651,Prestige Collection Reserve,4,514.45,2024-02-20
12078,1357,Prestige Collection,5,588.81,2022-11-15
12079,226,Noble Reserve Estate,3,358.7,2024-01-28
12080,2189,Founders Reserve,4,440.7,2022-11-16
12081,1238,Founders Reserve Selection,1,520.94,2023-05-13
12082,3193,Classic Reserve Reserve,1,331.23,2022-07-13
12083,3710,Icon Wine Selection,1,472.33,2023-09-28
12084,845,Private Reserve Estate,1,547.46,2022-07-25
12085,4419,Founders Reserve Cuvée,3,391.8,2023-10-06
12086,112,Prestige Collection Estate,2,477.95,2022-10-31
12087,851,Grand Cru Reserve,4,464.68,2022-12-12
12088,1255,Cellar Reserve Selection,3,517.9,2023-05-20
12089,4397,Master Selection Cuvée,3,343.06,2024-03-12
12090,833,Founders Reserve Cuvée,1,522.75,2023-07-27
12091,4808,Noble Reserve Cuvée,3,388.94,2023-04-21
12092,2884,Estate Blend,1,327.76,2023-08-24
12093,4213,Château Gris Les Terrasses,3,361.44,2022-07-29
12094,2127,Vintage Collection Selection,4,564.7,2023-11-28
12095,2193,Noble Reserve Cuvée,4,433.3,2022-09-03
12096,1507,Barrel Selection,4,525.45,2023-04-10
12097,1120,Estate Reserve Estate,2,435.02,2022-11-02
12098,4502,Master Selection,3,471.23,2023-08-09
12099,3834,Les Grandes Brosses,5,353.11,2022-10-18
12100,2111,Private Reserve Cuvée,2,311.31,2023-05-01
12101,4155,Grand Cru,2,433.1,2023-10-17
12102,4209,Barrel Selection Selection,3,395.24,2022-07-17
12103,3721,"Coleccion Privada, Unfiltered",4,346.0,2024-02-06
12104,2153,Limited Edition Estate,3,492.87,2024-01-31
12105,1613,Mariana Branco,5,382.0,2023-02-14
12106,4652,Artisan Series Selection,3,482.59,2023-09-16
12107,521,Master Selection Selection,3,613.33,2023-05-05
12108,4306,Signature Series Reserve,4,458.78,2023-12-09
12109,3460,Limited Edition Cuvée,2,596.69,2023-05-25
12110,1167,Single Vineyard,5,372.26,2024-05-02
12111,3699,Clava,4,423.67,2023-10-08
12112,2104,Château Selection Cuvée,4,568.9,2024-01-04
12113,4789,Prestige Collection Reserve,1,444.32,2022-09-01
12114,3906,Signature Series Estate,3,522.69,2022-11-25
12115,3694,Grand Reserve Cuvée,4,694.43,2023-02-22
12116,3928,Icon Wine Estate,5,708.03,2023-07-19
12117,4162,Spicebox,5,382.86,2023-01-10
12118,4011,Château Selection,2,623.7,2023-12-01
12119,2220,Private Reserve,3,370.37,2023-06-10
12120,506,Noble Late Harvest Bergkelder Selection,2,382.61,2022-12-02
12121,344,Swingsville,5,360.37,2024-04-14
12122,3971,Estate Reserve Selection,2,596.77,2023-01-23
12123,249,Château Selection,5,487.64,2024-04-26
12124,3557,Cruzeiro,5,414.15,2023-09-19
12125,2990,Poggio de' Colli,3,497.88,2022-11-17
12126,2576,Unter den Terrassen zu Jois,3,372.75,2023-10-12
12127,904,Special Cuvée Selection,2,541.53,2022-10-15
12128,4,Heritage Collection Selection,3,538.31,2022-10-13
12129,4502,Grand Cru,1,522.69,2023-03-16
12130,2823,Vintage Collection Cuvée,4,607.8,2023-06-11
12131,1033,Single Vineyard Reserve,4,264.5,2022-09-05
12132,664,Prestige Collection Reserve,3,457.35,2024-02-25
12133,1358,Monte Lago Vineyards,5,362.45,2023-12-14
12134,949,Barrel Selection Selection,1,414.94,2023-05-09
12135,410,Special Cuvée Estate,2,419.68,2022-12-16
12136,2875,Artisan Series Selection,3,486.7,2023-02-13
12137,1360,Special Cuvée Cuvée,4,507.9,2022-12-10
12138,2385,Founders Reserve Cuvée,3,463.78,2024-05-08
12139,4908,Estate Pickett Road,5,339.7,2024-04-10
12140,1672,Master Selection Estate,3,539.12,2023-10-14
12141,4427,Master Selection Reserve,5,491.95,2023-09-02
12142,4664,Concerto Lambrusco Reggiano Secco,4,407.34,2023-12-31
12143,1172,Old Vine,5,417.74,2024-01-23
12144,396,Heritage Collection Reserve,4,321.77,2022-07-06
12145,906,DFJ Alvarinho/Chardonnay,2,339.2,2024-01-15
12146,3781,Single Vineyard,5,315.66,2022-08-09
12147,4816,Tempranillo + Shiraz,1,373.7,2024-04-13
12148,1234,Family Estate Selection,4,510.2,2023-01-15
12149,1056,Gran Nasard,3,410.73,2023-08-14
12150,2703,Master Selection Selection,1,450.54,2022-11-07
12151,46,Private Reserve Selection,3,493.85,2023-04-15
12152,2627,Cellar Reserve Reserve,4,419.8,2023-03-16
12153,2660,Indian Summer,5,427.77,2022-09-19
12154,3504,Thauvenay,3,407.15,2023-09-07
12155,1982,Les Pagodes de Cos,2,321.41,2022-07-31
12156,2705,Château Selection Reserve,2,376.98,2023-08-31
12157,579,Château Selection Estate,1,384.38,2024-02-20
12158,3351,Founders Reserve Cuvée,3,494.48,2024-04-06
12159,4601,Special Cuvée Selection,2,443.18,2023-02-02
12160,2053,Estate Reserve Reserve,1,476.27,2022-11-18
12161,2693,Vintage Collection Reserve,5,488.19,2023-03-14
12162,1168,Classic Reserve Selection,1,335.85,2022-10-26
12163,4705,Old Vine Reserve,4,440.38,2023-05-08
12164,1448,Founders Reserve Cuvée,3,585.32,2023-02-25
12165,279,Alter Ego de Château Palmer Barrel Sample,5,326.69,2023-06-13
12166,4511,Special Cuvée Reserve,1,378.72,2022-07-05
12167,2188,R Kabinett,3,364.11,2023-06-23
12168,788,Classic Reserve,4,473.55,2023-07-12
12169,4279,Prestige Collection Reserve,4,589.36,2022-12-05
12170,3905,Master Selection Reserve,5,506.29,2023-11-12
12171,1327,Family Estate Reserve,1,633.32,2023-02-14
12172,4249,Reserve Selection Selection,3,392.34,2024-05-01
12173,2953,Master Selection,3,451.99,2023-10-25
12174,547,Reserve Selection,3,462.35,2022-11-07
12175,1252,Prestige Collection Estate,5,612.43,2024-02-12
12176,2989,Barrel Selection Cuvée,1,632.64,2023-05-26
12177,2752,Cellar Reserve,5,353.21,2023-02-24
12178,1985,Special Cuvée Cuvée,4,494.99,2023-12-16
12179,2203,Premium Blend,5,463.56,2023-07-17
12180,3473,Mb,1,340.35,2023-05-04
12181,1027,Splendido,5,461.42,2023-07-22
12182,4098,Laguna Vista Vineyards Sur Lees Selection,2,354.21,2024-04-08
12183,1986,Signature Series Selection,3,623.34,2023-08-20
12184,1678,Soleil,3,318.91,2022-09-21
12185,2366,Signature Series Cuvée,5,370.65,2023-03-25
12186,3507,Château Selection Cuvée,1,347.64,2023-09-01
12187,3564,Prestige Collection Selection,4,493.12,2024-02-25
12188,3336,Vintage Collection Cuvée,4,418.3,2023-10-11
12189,1699,Grand Cru Reserve,3,407.02,2024-02-12
12190,2875,Special Cuvée Estate,1,384.3,2024-05-24
12191,474,Prestige Collection Selection,3,387.5,2022-08-27
12192,4374,Icon Wine Estate,3,570.19,2022-12-01
12193,846,Private Reserve,1,356.86,2024-04-17
12194,4632,Cuvée Marie,4,488.59,2022-10-24
12195,297,Barrel Selection Cuvée,5,376.54,2022-07-23
12196,1998,Grand Cru Cuvée,5,508.78,2024-02-18
12197,2168,Artisan Series Estate,5,448.24,2024-04-02
12198,4796,Château Selection Cuvée,4,504.89,2022-07-17
12199,82,Master Selection Reserve,4,441.94,2024-05-07
12200,4194,Grand Reserve,3,597.61,2023-08-29
12201,3362,Noble Reserve,3,419.98,2023-12-18
12202,2392,Heritage Collection Cuvée,5,430.3,2022-08-26
12203,2936,Single Vineyard,5,445.79,2024-01-19
12204,1460,Les Longues Terres,2,330.47,2023-06-28
12205,4879,Grecante,3,396.82,2022-11-15
12206,4885,Uber Rhenish Kenwara Vineyard Dry,2,420.64,2023-03-15
12207,2803,Classic Reserve Selection,3,468.41,2023-07-09
12208,2310,Family Estate Estate,5,390.42,2023-03-20
12209,4713,Prestige Collection,4,373.29,2022-10-22
12210,3968,Private Reserve,3,386.9,2022-08-24
12211,4459,Special Cuvée Estate,1,504.53,2023-07-06
12212,3316,Reserve Selection,2,293.1,2023-04-18
12213,1282,Heritage Collection Reserve,5,664.75,2022-12-08
12214,3858,Reserve Selection,1,322.45,2022-07-19
12215,2036,Private Reserve,1,390.32,2022-07-26
12216,4453,Heritage Collection Reserve,2,599.9,2023-04-24
12217,4562,Hawks Butte Vineyard,5,373.28,2024-01-06
12218,2082,Grand Cru,1,424.0,2022-10-19
12219,561,Il Vino dei Poeti,2,454.31,2023-01-02
12220,2807,Barrel Selection Selection,5,389.76,2024-02-10
12221,4227,Noble Reserve Reserve,4,536.78,2023-10-19
12222,1531,Signature Series Cuvée,3,431.03,2022-08-08
12223,1410,The Pict,4,417.15,2022-11-26
12224,4102,Presidential 30-year old tawny,4,358.25,2023-02-22
12225,3369,Reserve Selection Reserve,3,500.49,2024-05-18
12226,3352,Lion's Share,1,427.54,2023-06-28
12227,2157,Estate Reserve Selection,4,315.43,2024-01-21
12228,4508,Founders Reserve Estate,4,505.58,2023-06-25
12229,3436,Grand Reserve Reserve,5,449.11,2022-10-22
12230,455,Hochar Père et Fils,4,400.82,2023-01-21
12231,3036,Estate Reserve,3,443.37,2024-03-08
12232,2909,Estate Reserve Cuvée,3,385.79,2023-04-21
12233,2653,Old Vine Reserve,1,571.03,2023-05-29
12234,2366,Vintage Collection Estate,1,517.03,2023-08-20
12235,438,Crimson Hill Vineyard Estate,2,386.79,2022-12-11
12236,2451,Château Selection Cuvée,1,406.81,2023-07-17
12237,2412,Prestige Collection Selection,1,475.09,2023-08-05
12238,4775,Grand Cru Reserve,5,389.97,2024-03-29
12239,476,Grand Reserve Estate,5,475.9,2022-08-13
12240,1044,Los Pinos Old Vines,4,399.56,2023-11-02
12241,3605,Old Vine Estate,2,469.72,2022-11-23
12242,3554,Estate Reserve Estate,2,370.48,2024-05-20
12243,4044,Signature Series Estate,3,617.24,2022-07-28
12244,1783,Wild Sky,2,376.99,2024-02-25
12245,1194,Family Estate Estate,4,589.31,2024-03-09
12246,4508,Icon Wine Cuvée,4,391.02,2022-07-28
12247,3879,Single Vineyard,1,433.72,2023-08-28
12248,3937,Private Reserve,4,518.73,2023-08-20
12249,4140,Grand Cru Estate,1,435.07,2023-10-02
12250,2558,Grand Reserve,2,509.37,2023-12-26
12251,3444,Single Vineyard Reserve,1,558.63,2023-06-04
12252,1084,Estate Reserve,4,320.68,2023-05-08
12253,2997,Special Cuvée,5,464.75,2022-09-11
12254,1559,Special Cuvée Selection,5,448.77,2024-04-04
12255,1223,Old Vine Selection,3,260.2,2022-08-23
12256,2143,Premium Blend,1,496.62,2023-04-12
12257,4916,Sangiovese,2,319.99,2023-12-23
12258,4722,Grand Cru,3,603.24,2023-01-15
12259,845,Artisan Series Reserve,2,544.95,2024-03-15
12260,3391,Estate Reserve Selection,4,435.25,2022-11-02
12261,701,Lot 74,4,490.75,2022-09-11
12262,618,Barrel Selection,1,417.47,2023-09-21
12263,3886,Reed Vineyard,2,392.06,2024-03-31
12264,2776,Family Estate,1,583.8,2022-10-26
12265,3695,Calvulcura,3,361.61,2022-10-12
12266,594,Limited Edition Selection,5,335.49,2023-11-26
12267,1814,Limited Edition Estate,5,478.7,2022-11-17
12268,3379,Master Selection Selection,2,409.18,2023-12-26
12269,1974,Grand Reserve,5,637.84,2023-08-06
12270,1485,Grand Cru Selection,3,506.55,2023-04-20
12271,1154,Signature Series Estate,3,537.74,2022-12-01
12272,3796,Heritage Collection,4,568.5,2024-03-04
12273,3796,Estate Reserve Cuvée,3,480.1,2023-02-01
12274,4000,Balifico,5,337.02,2024-04-13
12275,3879,Signature Series Selection,3,290.21,2023-11-03
12276,531,Noble Reserve Cuvée,5,388.41,2023-07-18
12277,2597,Private Reserve,5,327.12,2023-03-15
12278,188,Classic Reserve Cuvée,4,487.87,2024-02-19
12279,2458,Premium Blend Reserve,1,405.33,2023-11-22
12280,3453,Romeo Gutturnio,3,321.9,2023-06-14
12281,2144,Château Selection Cuvée,2,544.29,2024-03-27
12282,79,Special Cuvée Reserve,3,419.51,2023-02-21
12283,4196,Grand Reserve Selection,3,346.42,2023-01-09
12284,322,Estate Reserve Cuvée,3,546.55,2023-09-18
12285,369,Heritage Collection,5,603.46,2023-09-02
12286,1189,Château Selection Selection,4,473.41,2023-11-19
12287,781,Prestige Collection,3,428.39,2023-10-03
12288,3733,Estate Reserve,5,481.33,2023-01-01
12289,9,Noble Reserve,5,543.25,2023-03-08
12290,3969,Twenty-Six Barrels Mayacamas Range,3,372.11,2022-08-28
12291,3989,Lua Cheia em Vinhas Velhas Branco,5,383.63,2022-11-26
12292,4036,Artist Series Red Cuvee,2,337.12,2022-08-13
12293,4142,Old Vine Estate,5,576.32,2024-02-03
12294,3188,Limited Edition Reserve,2,479.9,2023-03-18
12295,491,Old Vine Selection,4,373.03,2023-05-13
12296,204,Classic Reserve Reserve,2,408.08,2024-02-13
12297,879,Château Selection Estate,1,503.89,2023-09-12
12298,2546,Anthem,2,363.31,2024-03-05
12299,4538,Château du Prieuré,4,374.67,2023-11-15
12300,1080,Noble Reserve Reserve,2,450.35,2022-10-21
12301,2404,Malbec du Clos,5,422.1,2022-11-16
12302,4921,Grand Cru Estate,2,499.91,2022-10-06
12303,1999,Barrel Selection Cuvée,5,536.94,2022-10-14
12304,3549,Classic Reserve Cuvée,2,529.66,2022-09-27
12305,3409,Master Selection Cuvée,5,375.2,2024-04-22
12306,2477,Limited Edition,1,386.59,2022-07-07
12307,1556,Grand Cru Selection,4,564.94,2023-09-21
12308,918,Artisan Series Estate,2,487.89,2023-03-29
12309,1168,Montesierra Chardonnay-Macabeo,5,375.21,2022-11-05
12310,4704,Master Selection Selection,1,584.49,2022-10-20
12311,4183,Grand Reserve Reserve,5,600.64,2022-11-13
12312,3705,Pico,3,358.77,2023-01-10
12313,1754,Estate Reserve Cuvée,5,690.78,2023-03-24
12314,2313,Premium Blend,4,459.43,2023-05-15
12315,3477,Estate Reserve Selection,4,583.27,2022-09-09
12316,903,Podere Cariano,2,376.11,2024-05-13
12317,1741,Vinothek,5,427.05,2024-01-18
12318,2746,Signature Series Selection,4,334.87,2022-11-07
12319,987,Estate Reserve Estate,4,357.95,2024-01-14
12320,1286,Ergo,1,331.18,2022-11-20
12321,1459,Artisan Series Reserve,2,678.21,2023-03-17
12322,1797,Reserve Selection Estate,4,424.01,2023-01-16
12323,800,Ondine,3,346.86,2023-04-11
12324,1487,First Born King,2,360.91,2022-11-19
12325,4201,Single Vineyard Selection,5,547.06,2023-06-03
12326,1173,Estate Reserve Selection,2,355.44,2023-01-18
12327,2107,Family Estate,1,642.35,2024-02-29
12328,675,Siccagno,4,428.31,2022-12-07
12329,63,Premium Blend Selection,2,513.61,2023-08-19
12330,1234,Château Selection Cuvée,3,457.79,2023-10-27
12331,4106,Classic Reserve Cuvée,4,408.99,2022-08-08
12332,1290,The Deep Six,3,390.28,2022-10-27
12333,2353,Family Estate Estate,1,395.6,2022-11-19
12334,1173,15 Reserva,1,361.37,2023-03-28
12335,4464,Private Reserve Selection,4,482.73,2023-07-02
12336,2031,Special Cuvée Cuvée,5,170.6,2023-10-02
12337,384,Special Cuvée,1,509.37,2024-02-11
12338,407,Special Cuvée,4,443.66,2023-02-15
12339,4337,Château Selection Selection,5,468.44,2023-07-13
12340,3104,Bird House Red,5,335.03,2023-12-27
12341,837,Master Selection,5,501.67,2024-04-11
12342,1251,Château Selection Estate,5,428.2,2023-05-19
12343,1009,Reserve Selection Reserve,5,419.59,2022-09-26
12344,2275,Premium Blend Selection,5,326.59,2023-08-26
12345,3770,Single Vineyard,2,535.68,2023-01-02
12346,3917,Limited Edition Selection,2,405.04,2022-11-09
12347,2140,Prestige Collection Selection,1,534.12,2024-04-18
12348,211,Rattlesnake Hill Estate Bottled,1,370.85,2023-07-23
12349,1540,Château Selection Cuvée,4,664.81,2024-05-10
12350,1830,Premium Blend Selection,2,586.86,2022-10-22
12351,1712,Bestué de Otto Bestué Finca Rableros,5,395.35,2022-11-29
12352,4027,Heritage Collection Estate,3,464.94,2023-02-21
12353,3132,Classic Reserve,4,325.59,2023-04-28
12354,3643,Brut Mosaïque,2,398.42,2022-10-28
12355,2741,Heritage Collection,5,379.83,2023-12-18
12356,4219,D'Agostini Vineyard Old Vine,4,397.88,2024-03-19
12357,2323,Château Selection Cuvée,1,627.57,2023-04-30
12358,4068,La Tercia Bodega,1,376.83,2022-12-16
12359,81,Heritage Collection,1,631.87,2023-07-01
12360,702,Old Vine Estate,5,365.73,2023-06-21
12361,3299,Family Estate Estate,1,636.14,2024-01-14
12362,638,Founders Reserve Reserve,3,519.68,2023-09-20
12363,730,Grand Reserve,5,637.87,2023-04-03
12364,231,Classic Reserve Estate,1,671.86,2024-04-13
12365,3237,Reserve Selection Estate,1,302.61,2023-02-12
12366,3170,Grand Cru,4,323.89,2023-10-07
12367,3151,Master Selection Cuvée,5,545.36,2023-01-31
12368,4240,Megandina,3,392.99,2024-03-07
12369,3384,Lawrence Vineyards Altruism,5,376.1,2023-08-12
12370,356,Aquabona,5,365.32,2022-08-30
12371,2407,Château Selection Cuvée,4,344.5,2022-12-30
12372,2356,Icon Wine,1,473.93,2023-10-22
12373,4677,Icon Wine Reserve,5,448.02,2023-05-19
12374,4519,Blanco Joven,3,297.73,2022-10-23
12375,952,Estate Reserve Cuvée,1,455.8,2024-02-11
12376,3776,Amontillado Los Arcos Dry,2,311.62,2022-11-08
12377,4744,Grand Reserve,5,521.0,2024-02-04
12378,75,Hallberg Vineyard Dijon Clones,2,409.33,2024-03-28
12379,886,Ensemble,1,342.96,2022-11-11
12380,1321,Single Vineyard Cuvée,4,536.74,2023-07-08
12381,894,Barrel Selection Estate,2,465.46,2022-12-09
12382,3773,WWBDX,5,369.43,2023-10-25
12383,2703,Prestige Collection,4,572.29,2024-02-18
12384,2972,Private Reserve Estate,1,595.89,2023-12-23
12385,144,Silver Eagle,4,381.31,2023-05-16
12386,2680,Artisan Series,3,449.63,2022-08-09
12387,2532,Single Vineyard,1,495.94,2023-12-14
12388,3602,Limited Edition Selection,2,291.38,2022-08-05
12389,1039,Signature Series Cuvée,2,656.18,2023-12-26
12390,1836,Reserve Selection Estate,3,447.61,2023-03-25
12391,1529,Cellar Reserve Reserve,4,447.68,2023-05-04
12392,4270,Founders Reserve,2,504.28,2023-11-13
12393,2033,Barrel Selection Selection,5,334.32,2023-10-15
12394,805,Prestige Collection Reserve,5,490.22,2024-02-08
12395,2344,Founders Reserve Estate,1,425.09,2024-02-28
12396,1148,Bayview,1,407.53,2023-04-17
12397,446,Single Vineyard Selection,1,360.92,2023-01-21
12398,36,Majorette,5,427.94,2023-01-15
12399,4956,Le 1er,2,351.06,2023-11-10
12400,4207,Vintage Collection Estate,1,611.13,2023-11-15
12401,421,Classic Reserve Reserve,4,469.61,2023-12-14
12402,2303,Limited Edition Estate,4,424.29,2023-07-28
12403,3577,Barrel Selection Selection,3,504.48,2023-08-19
12404,4039,Family Estate,1,520.84,2023-05-06
12405,3287,Château Selection Cuvée,1,548.09,2022-08-29
12406,521,Reserve Selection Selection,5,376.86,2024-04-27
12407,1393,Riserva Grandi Annate,3,373.67,2022-07-22
12408,2333,Classic Reserve Reserve,1,527.92,2023-04-21
12409,3720,Single Vineyard Reserve,2,488.43,2023-07-04
12410,4824,Aigle d'Argent,4,406.12,2023-08-01
12411,4757,Master Selection Selection,3,422.16,2022-10-26
12412,1871,O Rosal,5,423.92,2023-08-07
12413,3674,Special Cuvée Cuvée,4,475.23,2023-09-12
12414,2790,Bin 138 Grenache-Mourvèdre-Shiraz,1,379.91,2022-08-16
12415,452,Grand Cru Cuvée,4,328.14,2023-12-21
12416,3206,Brauneberger Juffer-Sonnenuhr Auslese,2,337.34,2023-10-08
12417,600,Estate Reserve Cuvée,5,390.12,2022-07-27
12418,2746,Master Selection Reserve,4,352.75,2022-08-30
12419,3725,Heritage Collection Reserve,5,309.27,2023-07-28
12420,3749,Estate Reserve Reserve,2,390.29,2022-08-11
12421,3101,Heritage Collection Reserve,1,378.63,2023-06-23
12422,2848,Family Estate Cuvée,1,601.89,2024-02-25
12423,3700,Javernières,1,348.9,2024-04-06
12424,1043,Scarlet Ladybird Single Site,2,373.39,2024-01-29
12425,62,Estate Reserve Selection,4,491.11,2023-10-04
12426,1806,Estate Reserve,4,689.65,2022-07-02
12427,2539,Barbieri Ranch,4,319.75,2024-01-29
12428,3981,Bien Nacido Vineyard Block Q,3,374.92,2024-02-29
12429,1623,Old Vine Selection,2,327.73,2022-12-02
12430,2096,Grand Cru Estate,2,506.62,2022-10-26
12431,4388,Family Estate Estate,4,327.11,2022-12-25
12432,1447,Prestige Collection Reserve,4,449.34,2023-07-28
12433,1923,Reserve Selection Reserve,1,362.66,2023-01-08
12434,3668,Founders Reserve Estate,5,693.93,2023-09-25
12435,188,Barrel Selection Estate,1,476.84,2023-01-20
12436,4220,Master Selection Cuvée,4,397.18,2023-11-30
12437,4144,Grand Reserve Reserve,5,438.39,2024-05-24
12438,3785,Heritage Collection,3,478.83,2023-01-29
12439,41,Heritage Collection Estate,2,351.38,2023-12-09
12440,2795,Artisan Series Selection,1,621.03,2023-11-22
12441,4910,Cuvée Icône du Château de Mercuès,4,393.82,2023-03-07
12442,689,Reserve Selection Reserve,2,494.75,2022-11-28
12443,4087,Private Reserve Reserve,1,473.48,2024-03-24
12444,982,Signature Series Estate,4,565.5,2023-10-20
12445,2510,Château Selection Reserve,4,549.15,2022-08-14
12446,2722,Ayni,5,434.65,2023-04-16
12447,1186,Icon Wine Selection,4,481.17,2022-11-15
12448,4849,Grand Cuvée,1,418.69,2022-12-16
12449,3791,Vintage Collection,3,368.28,2022-12-02
12450,1185,Family Estate Reserve,1,459.88,2023-02-13
12451,3409,Klipsun Vineyard,4,407.65,2022-08-20
