WineID,WineDesignation,Category,CountryOfOrigin,Region,GrapeVariety,Year,AlcoholPercentage,BottleSize,PriceRange
4482,Château Selection,Dessert,South Africa,Swartland,Sauvignon Blanc,2013,14.4,0.75L,Premium
4483,Heritage Collection,Dessert,South Africa,Swartland,Syrah,2012,12.9,1.5L,Premium
4484,Estate Reserve,Red,Austria,Burgenland,Sauvignon Blanc,2021,12.8,0.75L,Medium
4485,BT Tintorera,White,Portugal,Douro,Chardonnay,2009,15.4,0.75L,Low
4486,Scaccomatto,Sparkling,Argentina,Mendoza,Fetească Neagră,2006,14.8,1.5L,High
4487,Calcinaio,Rosé,Romania,Murfatlar,Pinot Noir,2008,11.0,0.75L,Low
4488,Artisan Series Cuvée,White,South Africa,Stellenbosch,Syrah,2001,14.1,1L,Medium
4489,Private Reserve,Rosé,Uruguay,Canelones,Malbec,2007,14.7,1L,High
4490,Grand Cru,Dessert,South Africa,Paarl,Riesling,2004,14.5,1L,Medium
4491,Noble Reserve Estate,Red,South Africa,Swartland,Sauvignon Blanc,2010,12.7,0.75L,Premium
4492,Old Vine Reserve,Red,Greece,Naoussa,Syrah,2021,14.4,0.75L,High
4493,David Selby Reserve,Sparkling,Italy,Veneto,Riesling,2019,14.7,0.75L,Medium
4494,Heritage Collection,White,New Zealand,Waipara,Pinot Noir,2015,12.5,1L,Premium
4495,Icon Wine Reserve,Dessert,Israel,Galilee,Merlot,2015,14.1,1L,High
4496,6 Años Reserva Premium,Dessert,France,Burgundy,Fetească Neagră,2014,12.6,1.5L,Low
4497,Vintage Collection Cuvée,Sparkling,New Zealand,Hawke's Bay,Cabernet Sauvignon,2021,12.7,1.5L,High
4498,Bernkasteler Badstube Trockenbeerenauslese,Sparkling,Spain,Ribera del Duero,Sauvignon Blanc,2001,13.1,0.75L,High
4499,Vigna Lapillo,Red,USA,Oregon,Fetească Neagră,2011,13.7,1.5L,Medium
4500,Château Selection Cuvée,Rosé,Croatia,Slavonia,Fetească Neagră,2001,12.5,0.75L,Low
4501,Artisan Series,Sparkling,New Zealand,Marlborough,Merlot,2001,14.2,1L,Premium
4502,Artisan Series Selection,Sparkling,Greece,Santorini,Fetească Neagră,2019,13.1,0.75L,High
4503,Hawk's View Vineyard,White,Spain,Ribera del Duero,Fetească Neagră,2006,13.7,0.75L,Low
4504,DeRose Vineyard,White,Chile,Maipo Valley,Sauvignon Blanc,2022,11.3,1L,Medium
4505,Duas Quintas Branco,Dessert,France,Provence,Sauvignon Blanc,2014,14.2,1.5L,Medium
4506,Château Selection Selection,White,New Zealand,Marlborough,Malbec,2019,15.1,1.5L,High
4507,Barrister's Block III,Dessert,Chile,Maipo Valley,Malbec,2001,14.3,0.75L,Low
4508,Riserva dei Mandorli,Sparkling,Portugal,Douro,Pinot Noir,2018,14.7,1.5L,Premium
4509,Limited Edition Cuvée,White,New Zealand,Marlborough,Malbec,2000,14.1,0.75L,High
4510,Château Selection Selection,Rosé,Greece,Crete,Syrah,2022,12.7,1L,Premium
4511,Old Vine,Red,Hungary,Villány,Tempranillo,2013,13.9,0.75L,Premium
4512,Brut Méthode Ancestrale,Red,Germany,Mosel,Fetească Neagră,2018,15.4,0.75L,High
4513,Old Vine,Rosé,Greece,Crete,Syrah,2016,11.4,1.5L,Medium
4514,The Flying Winemaker,White,Chile,Casablanca Valley,Malbec,2007,12.7,1L,Medium
4515,Founders Reserve Cuvée,Rosé,Austria,Kremstal,Fetească Neagră,2016,15.1,1L,Premium
4516,Rosalack Auslese 375 ml,Dessert,Argentina,Mendoza,Merlot,2021,13.6,1.5L,Medium
4517,Master Selection Estate,Dessert,New Zealand,Central Otago,Syrah,2013,14.5,1L,Premium
4518,Centenario Reserve,Red,France,Champagne,Malbec,2017,15.4,1L,Medium
4519,Terra d'Alter Zero SO2,White,Romania,Murfatlar,Chardonnay,2001,14.3,1L,Low
4520,Brut Mosaïque,Sparkling,Spain,Catalonia,Cabernet Sauvignon,2000,14.3,1L,High
4521,Estate Reserve Reserve,White,South Africa,Constantia,Merlot,2019,11.8,1.5L,Medium
4522,Naunda,Dessert,Portugal,Alentejo,Cabernet Sauvignon,2012,11.6,0.75L,Premium
4523,Grand Reserve,Rosé,South Africa,Constantia,Sauvignon Blanc,2014,13.2,1.5L,High
4524,Year of the Dragon,White,Germany,Mosel,Cabernet Sauvignon,2008,14.6,1.5L,Low
4525,Estate Reserve Estate,Sparkling,New Zealand,Hawke's Bay,Pinot Noir,2017,11.3,1L,High
4526,Fourchaume Premier Cru,White,Italy,Veneto,Merlot,2023,13.3,0.75L,Medium
4527,Casa Grand Selection,Red,Chile,Maipo Valley,Merlot,2002,11.0,1L,Premium
4528,Syzygy,Rosé,Italy,Tuscany,Cabernet Sauvignon,2002,13.7,1L,Low
4529,Vintage Collection Cuvée,Red,Canada,Okanagan Valley,Tempranillo,2016,12.6,0.75L,High
4530,Les Fontenys Premier Cru,Red,Spain,Ribera del Duero,Merlot,2022,13.9,1.5L,Medium
4531,The Albatross Reserve,White,Italy,Tuscany,Fetească Neagră,2004,15.2,1L,Medium
4532,Heritage Collection Reserve,Red,Canada,Okanagan Valley,Fetească Neagră,2020,11.7,0.75L,Low
4533,Molly's Vineyard,Red,Australia,Barossa Valley,Malbec,2014,14.2,1.5L,Low
4534,Noble Reserve,Sparkling,Greece,Naoussa,Syrah,2021,13.3,1.5L,Low
4535,Premium Blend Reserve,White,Slovenia,Podravje,Syrah,2015,14.7,1.5L,Premium
4536,Les Femelottes,Red,Germany,Mosel,Cabernet Sauvignon,2015,11.7,1L,High
4537,Rotunda Red,White,USA,Oregon,Syrah,2019,11.9,0.75L,Premium
4538,Artisan Series Reserve,Red,New Zealand,Waipara,Riesling,2009,14.2,1.5L,High
4539,Estate Reserve Estate,Dessert,Greece,Naoussa,Fetească Neagră,2011,13.3,0.75L,High
4540,Taburnum,Sparkling,Romania,Cotnari,Chardonnay,2004,13.9,0.75L,Premium
4541,Prestige Collection Selection,White,South Africa,Swartland,Tempranillo,2003,11.4,0.75L,Medium
4542,Terre Brune,White,USA,Oregon,Riesling,2011,14.1,0.75L,Medium
4543,Icon Wine,Rosé,Canada,British Columbia,Chardonnay,2002,14.7,1L,High
4544,Signature Series,White,Mexico,Coahuila,Merlot,2011,13.1,0.75L,Medium
4545,Barrel Selection Cuvée,Dessert,Slovenia,Primorska,Malbec,2004,13.8,1.5L,Premium
4546,Aphros  Super-Reserva Bruto,Red,Portugal,Alentejo,Fetească Neagră,2011,12.0,0.75L,Low
4547,Artisan Series Cuvée,White,Croatia,Slavonia,Pinot Noir,2020,14.1,1.5L,Medium
4548,Cellar Reserve,Sparkling,New Zealand,Central Otago,Chardonnay,2016,11.6,0.75L,Low
4549,Maximum Rosé,Red,USA,Napa Valley,Chardonnay,2002,13.9,0.75L,Premium
4550,Classic Reserve Estate,White,South Africa,Paarl,Chardonnay,2015,15.1,1L,Low
4551,Heritage Collection Estate,Rosé,South Africa,Stellenbosch,Tempranillo,2023,15.1,1L,High
4552,AVA Series,Red,USA,Sonoma,Riesling,2004,13.4,1L,Premium
4553,Artisan Series Reserve,White,Israel,Galilee,Malbec,2018,11.6,1L,Premium
4554,Private Reserve Estate,Rosé,South Africa,Constantia,Sauvignon Blanc,2000,13.0,1.5L,Low
4555,Reserve Selection Selection,Sparkling,Uruguay,Colonia,Tempranillo,2016,15.3,1.5L,Premium
4556,Artisan Series Selection,Rosé,Austria,Burgenland,Fetească Neagră,2019,13.0,1L,High
4557,Single Vineyard,Dessert,Slovenia,Primorska,Merlot,2009,14.6,0.75L,Medium
4558,Old Vine Selection,White,Austria,Kremstal,Cabernet Sauvignon,2015,15.3,0.75L,Premium
4559,Old Vine Selection,Red,Greece,Santorini,Sauvignon Blanc,2006,14.6,1.5L,Premium
4560,Les Chevrières,Sparkling,USA,Napa Valley,Chardonnay,2018,14.2,1.5L,Medium
4561,Terra de Fic 2,Red,Spain,Catalonia,Sauvignon Blanc,2005,14.5,1L,Medium
4562,Artisan Series Reserve,Dessert,Hungary,Villány,Riesling,2010,14.7,1L,Premium
4563,Classic Reserve Estate,Red,New Zealand,Marlborough,Syrah,2021,12.9,0.75L,Premium
4564,Grand Reserve,Red,New Zealand,Hawke's Bay,Syrah,2010,13.3,1L,High
4565,Barrel Selection Reserve,Sparkling,South Africa,Stellenbosch,Malbec,2022,13.4,1L,Premium
4566,Cellar Reserve Reserve,Red,New Zealand,Central Otago,Malbec,2011,14.4,1L,Low
4567,Noble Reserve Selection,Dessert,South Africa,Stellenbosch,Tempranillo,2014,12.0,1L,High
4568,Grand Cru,Rosé,South Africa,Stellenbosch,Chardonnay,2006,14.8,1.5L,Low
4569,Clos Triguedina Le Moelleux du Clos,White,Chile,Maipo Valley,Riesling,2022,12.5,1L,Premium
4570,Old Vine Cuvée,Rosé,South Africa,Paarl,Malbec,2009,14.7,1.5L,Low
4571,Cote del Sol,Dessert,Portugal,Alentejo,Fetească Neagră,2012,15.4,0.75L,Low
4572,Artisan Series Selection,Red,New Zealand,Hawke's Bay,Fetească Neagră,2019,13.5,1.5L,Medium
4573,Vintage Collection Estate,Sparkling,Austria,Wachau,Tempranillo,2020,12.7,1L,Medium
4574,Four Barrels Top of the World,Red,Germany,Rheingau,Syrah,2002,14.1,1.5L,Premium
4575,Heritage Collection Selection,Rosé,Canada,Okanagan Valley,Merlot,2016,12.3,1L,Medium
4576,Heritage Collection,Rosé,Greece,Crete,Riesling,2002,14.6,0.75L,Medium
4577,Old Vine Estate,White,South Africa,Constantia,Merlot,2015,13.9,1L,Low
4578,Premium Blend Cuvée,White,Austria,Kremstal,Riesling,2020,13.1,0.75L,Premium
4579,Rosé Zweigelt,Dessert,Portugal,Alentejo,Riesling,2015,13.4,1L,Premium
4580,Skalani Syrah-Kotsifali,Rosé,Portugal,Alentejo,Malbec,2000,14.4,1.5L,Low
4581,Artisan Series,Sparkling,Austria,Kamptal,Sauvignon Blanc,2021,11.7,1.5L,High
4582,Old Vine Cuvée,Rosé,Lebanon,Bekaa Valley,Tempranillo,2007,14.7,0.75L,High
4583,Cuvée des 6 Cépages,Sparkling,Romania,Dealu Mare,Cabernet Sauvignon,2005,11.0,0.75L,Premium
4584,Coda della Foce,White,Argentina,Mendoza,Fetească Neagră,2007,11.5,1L,High
4585,Trimarchisa,Dessert,Germany,Mosel,Malbec,2016,11.2,1.5L,High
4586,Noble Reserve,Sparkling,Austria,Kremstal,Malbec,2006,12.8,1L,Medium
4587,Rapsani Reserve,White,Chile,Casablanca Valley,Merlot,2003,11.9,1.5L,Medium
4588,Grand Reserve Reserve,Sparkling,New Zealand,Hawke's Bay,Pinot Noir,2015,15.2,1L,High
4589,Heritage Collection Reserve,Rosé,Austria,Kamptal,Tempranillo,2000,15.1,0.75L,Medium
4590,Brave Faces,Red,USA,Sonoma,Pinot Noir,2006,15.2,0.75L,High
4591,Single Vineyard Cuvée,Sparkling,New Zealand,Central Otago,Malbec,2016,11.9,1.5L,Low
4592,Windsor Gardens,Sparkling,Spain,Rioja,Pinot Noir,2020,13.8,0.75L,Premium
4593,Limited Edition Selection,Sparkling,New Zealand,Waipara,Pinot Noir,2015,14.7,1L,Medium
4594,Private Reserve Estate,Red,New Zealand,Central Otago,Sauvignon Blanc,2003,15.2,1.5L,Low
4595,Master Selection Estate,Sparkling,Austria,Kamptal,Tempranillo,2002,14.5,0.75L,Premium
4596,R Collection,Dessert,Chile,Maipo Valley,Malbec,2004,14.3,0.75L,Low
4597,Private Reserve,Rosé,Canada,Niagara Peninsula,Fetească Neagră,2001,14.4,0.75L,High
4598,Cabyrah,White,France,Bordeaux,Merlot,2010,14.4,1.5L,High
4599,Icon Wine Estate,White,South Africa,Constantia,Sauvignon Blanc,2010,11.1,0.75L,High
4600,Lot 423,Sparkling,France,Champagne,Fetească Neagră,2016,15.2,0.75L,High
4601,Icon Wine Reserve,Rosé,Lebanon,Bekaa Valley,Sauvignon Blanc,2007,14.4,1.5L,Low
4602,Signature Series Reserve,Rosé,Austria,Kremstal,Merlot,2021,14.8,0.75L,Premium
4603,Château Selection,Red,Brazil,Serra Gaúcha,Syrah,2006,11.7,0.75L,Medium
4604,Vintage Collection,Sparkling,Brazil,Campanha,Sauvignon Blanc,2004,12.9,1.5L,Medium
4605,Piccolo Rosso,Dessert,USA,Sonoma,Cabernet Sauvignon,2020,15.2,0.75L,Premium
4606,Classic Reserve Cuvée,Sparkling,South Africa,Constantia,Cabernet Sauvignon,2015,11.6,0.75L,Premium
4607,Master Selection Reserve,Sparkling,Turkey,Cappadocia,Riesling,2014,13.1,0.75L,Medium
4608,Arderius Crianza Vendimia Seleccionada,Red,Portugal,Alentejo,Merlot,2023,12.2,0.75L,Medium
4609,Cà del Laito,Dessert,USA,Oregon,Merlot,2008,14.4,1L,Medium
4610,Sonoro,Sparkling,Italy,Sicily,Pinot Noir,2003,12.7,0.75L,Medium
4611,Limited Edition Estate,Sparkling,New Zealand,Marlborough,Malbec,2014,12.8,1L,Low
4612,Prestige Collection,White,South Africa,Constantia,Cabernet Sauvignon,2002,11.0,0.75L,High
4613,Classic Reserve Estate,Rosé,Uruguay,Montevideo,Cabernet Sauvignon,2009,12.5,0.75L,High
4614,First Born King,Dessert,France,Provence,Pinot Noir,2015,13.7,1.5L,Low
4615,Harrison Clarke Vineyard,Rosé,USA,Oregon,Sauvignon Blanc,2009,12.5,1L,Low
4616,Madonne Estate,Rosé,Germany,Rheingau,Chardonnay,2010,13.8,1.5L,High
4617,Special Cuvée Estate,Dessert,Hungary,Tokaj,Tempranillo,2021,14.5,0.75L,Medium
4618,Artisan Series Estate,Sparkling,Lebanon,Bekaa Valley,Fetească Neagră,2012,11.9,1L,High
4619,Family Estate Estate,Red,New Zealand,Marlborough,Chardonnay,2012,12.5,1.5L,Premium
4620,Cellar Reserve,Dessert,South Africa,Constantia,Pinot Noir,2012,12.8,1L,Low
4621,Barrel Selection Selection,Sparkling,New Zealand,Waipara,Cabernet Sauvignon,2012,12.3,0.75L,Premium
4622,Noble Reserve Estate,Rosé,New Zealand,Waipara,Fetească Neagră,2006,12.5,1L,Low
4623,Unhinged,White,Australia,Barossa Valley,Riesling,2019,13.2,0.75L,Medium
4624,Escolle Vineyard,Dessert,Portugal,Douro,Pinot Noir,2003,12.3,0.75L,Medium
4625,Selva de' Canonici,Red,Argentina,Mendoza,Sauvignon Blanc,2011,13.6,1.5L,Low
4626,Icon Wine Estate,White,South Africa,Swartland,Riesling,2014,13.1,1L,Low
4627,Les Pagodes de Cos,Dessert,Australia,Hunter Valley,Sauvignon Blanc,2010,15.4,0.75L,Premium
4628,Icon Wine Estate,Rosé,New Zealand,Marlborough,Syrah,2005,13.2,1.5L,Medium
4629,Thomas Road,Dessert,Italy,Piedmont,Sauvignon Blanc,2017,14.6,1L,Premium
4630,Limited Edition Estate,Rosé,Austria,Burgenland,Merlot,2021,13.5,0.75L,High
4631,Hollystone-Collins Old Vines,White,France,Burgundy,Sauvignon Blanc,2018,13.2,1L,Low
4632,Single Vineyard Estate,White,New Zealand,Waipara,Riesling,2008,15.1,0.75L,Premium
4633,Single Vineyard Selection,Rosé,New Zealand,Marlborough,Merlot,2015,15.5,1.5L,Premium
4634,Picada 15,Sparkling,Portugal,Douro,Fetească Neagră,2023,14.2,1L,Premium
4635,Limited Edition,White,New Zealand,Central Otago,Merlot,2019,14.7,1.5L,Premium
4636,Barrel Selection Selection,Red,South Africa,Paarl,Riesling,2015,12.0,1.5L,Premium
4637,Qvinterra Trocken,Sparkling,Italy,Veneto,Chardonnay,2011,12.7,0.75L,Low
4638,Vintage Select,Red,USA,Sonoma,Merlot,2018,11.8,0.75L,Low
4639,Estate Reserve Cuvée,Dessert,Uruguay,Colonia,Cabernet Sauvignon,2012,11.6,1L,High
4640,Cellar Reserve Estate,Dessert,South Africa,Paarl,Chardonnay,2004,12.3,1L,Medium
4641,CdR,Red,Romania,Dealu Mare,Syrah,2014,15.2,1L,Low
4642,Premium Blend Estate,Rosé,New Zealand,Waipara,Chardonnay,2005,14.1,1.5L,Low
4643,Grand Reserve Selection,Rosé,South Africa,Swartland,Malbec,2013,14.9,1L,High
4644,Limited Edition Cuvée,Dessert,Uruguay,Canelones,Cabernet Sauvignon,2016,14.2,1.5L,Premium
4645,Mon Adour,Dessert,Spain,Rioja,Sauvignon Blanc,2015,12.8,1.5L,Low
4646,Prestige Collection Reserve,Red,South Africa,Constantia,Chardonnay,2018,14.9,1.5L,Medium
4647,Single Vineyard Reserve,Dessert,New Zealand,Marlborough,Riesling,2015,13.5,1L,High
4648,Black Label Stepping Stone,White,Portugal,Alentejo,Riesling,2003,11.9,1L,Medium
4649,Cuvée Mythique Réserve,Rosé,Australia,Hunter Valley,Riesling,2007,14.2,1L,Low
4650,Château Selection,Rosé,South Africa,Swartland,Tempranillo,2005,11.8,1L,Low
4651,Icon Wine,Rosé,Canada,British Columbia,Cabernet Sauvignon,2002,12.4,0.75L,Premium
4652,Col de Bliss,Dessert,Spain,Rioja,Merlot,2004,13.9,1.5L,Premium
4653,Au Contraire Old Vine,Sparkling,France,Burgundy,Pinot Noir,2013,13.9,0.75L,Premium
4654,Rive,White,Romania,Cotnari,Syrah,2002,14.7,0.75L,High
4655,HMR Estate Reserve,White,France,Burgundy,Malbec,2008,13.7,1.5L,Low
4656,Artisan Series Cuvée,Red,Greece,Nemea,Riesling,2011,14.5,0.75L,Medium
4657,Single Vineyard Estate,Dessert,Canada,British Columbia,Merlot,2013,11.4,1.5L,Premium
4658,Artisan Series Estate,Rosé,New Zealand,Marlborough,Sauvignon Blanc,2017,14.6,0.75L,Premium
4659,Phelps Creek Vineyard Les Chênes,Dessert,Romania,Murfatlar,Riesling,2009,14.1,1L,Medium
4660,Reserva Ruby,Red,Portugal,Alentejo,Chardonnay,2017,14.7,0.75L,Low
4661,Grand Cru Estate,Red,New Zealand,Hawke's Bay,Tempranillo,2022,11.7,1L,High
4662,Figliodienneenne,White,Portugal,Douro,Chardonnay,2012,12.7,1.5L,Low
4663,Classic Reserve Selection,Sparkling,South Africa,Swartland,Fetească Neagră,2013,14.9,1.5L,High
4664,Barrel Selection Reserve,Dessert,Brazil,Campanha,Sauvignon Blanc,2013,11.9,1L,High
4665,Private Reserve Cuvée,Red,Slovenia,Posavje,Fetească Neagră,2023,12.2,1.5L,Medium
4666,Old Vine Reserve,Sparkling,New Zealand,Hawke's Bay,Fetească Neagră,2002,15.5,1.5L,Premium
4667,Master Selection Estate,Rosé,New Zealand,Central Otago,Tempranillo,2011,15.0,1.5L,Low
4668,Cerasuolo Rosato,Sparkling,Portugal,Alentejo,Tempranillo,2011,13.9,1.5L,Premium
4669,Family Estate Reserve,Rosé,Lebanon,Bekaa Valley,Tempranillo,2002,13.6,1L,Low
4670,Noble Reserve Reserve,Dessert,New Zealand,Hawke's Bay,Fetească Neagră,2014,14.3,0.75L,Premium
4671,Les Petits Grains,Dessert,Australia,Hunter Valley,Syrah,2013,13.1,0.75L,Low
4672,Meadow,Sparkling,USA,Napa Valley,Sauvignon Blanc,2019,13.3,1.5L,Low
4673,Signature Series Cuvée,Sparkling,Croatia,Slavonia,Pinot Noir,2007,12.8,1.5L,Low
4674,Early,Sparkling,USA,Napa Valley,Pinot Noir,2007,14.1,1.5L,Medium
4675,Noble Reserve,Red,Croatia,Dalmatia,Tempranillo,2012,11.1,1L,Low
4676,Grand Cru,Dessert,Canada,Niagara Peninsula,Cabernet Sauvignon,2003,14.7,1L,Medium
4677,San Remo,Rosé,France,Burgundy,Tempranillo,2014,11.9,1L,Low
4678,October Night,Red,Portugal,Douro,Riesling,2003,14.5,1.5L,Premium
4679,Alder Ridge & Wallula Vineyards La Roque,Dessert,Australia,Barossa Valley,Sauvignon Blanc,2010,12.6,1L,Low
4680,Château Selection Selection,Red,New Zealand,Central Otago,Cabernet Sauvignon,2007,14.3,1L,Low
4681,Szent Tamás Betsek Vineyards,Sparkling,Australia,Barossa Valley,Riesling,2015,14.9,0.75L,Premium
4682,Signature Series Reserve,Red,New Zealand,Hawke's Bay,Chardonnay,2011,15.3,1L,High
4683,Angelica,Dessert,Chile,Maipo Valley,Sauvignon Blanc,2022,13.6,1.5L,Low
4684,Erxebre,Sparkling,Germany,Mosel,Malbec,2004,11.8,1.5L,Low
4685,Contrada R,White,Chile,Casablanca Valley,Malbec,2018,13.7,1L,Medium
4686,Classic Reserve Cuvée,Rosé,Canada,Niagara Peninsula,Syrah,2000,11.9,1L,Low
4687,Estate Reserve Cuvée,Rosé,Slovenia,Podravje,Malbec,2009,11.4,1.5L,Medium
4688,Pinot Noir Brut Rosé,Dessert,Spain,Rioja,Chardonnay,2010,11.2,0.75L,High
4689,Grand Reserve Cuvée,Dessert,New Zealand,Central Otago,Syrah,2011,11.6,1.5L,Premium
4690,Grand Cru Estate,Dessert,Greece,Nemea,Merlot,2021,11.5,1L,Medium
4691,Heritage Collection Reserve,Sparkling,New Zealand,Central Otago,Pinot Noir,2005,14.8,1L,Medium
4692,TSM,White,Spain,Rioja,Fetească Neagră,2015,15.3,0.75L,Premium
4693,Noble Reserve Cuvée,White,Austria,Kremstal,Chardonnay,2023,14.0,1.5L,Low
4694,Williams Vineyard,Dessert,Australia,Hunter Valley,Syrah,2018,11.5,0.75L,Medium
4695,Special Cuvée Reserve,Dessert,New Zealand,Hawke's Bay,Merlot,2009,14.7,1L,Medium
4696,Concerto Lambrusco Reggiano Secco,Sparkling,USA,Oregon,Merlot,2001,11.1,0.75L,High
4697,Grand Reserve Selection,Red,New Zealand,Waipara,Malbec,2019,12.5,1.5L,Medium
4698,Founders Reserve,Red,Greece,Naoussa,Sauvignon Blanc,2015,15.4,0.75L,Low
4699,Limited Edition Estate,Sparkling,Croatia,Istria,Chardonnay,2004,14.6,1L,Premium
4700,Master Selection,White,Austria,Kamptal,Fetească Neagră,2012,12.2,0.75L,Low
4701,Single Vineyard Sumaka Vineyard,Dessert,Chile,Maipo Valley,Chardonnay,2002,15.4,1L,High
4702,Founders Reserve Selection,Sparkling,New Zealand,Waipara,Syrah,2011,14.1,1.5L,Medium
4703,The 1880,Rosé,Argentina,Mendoza,Tempranillo,2004,12.3,0.75L,High
4704,Le Pianette,White,Spain,Catalonia,Cabernet Sauvignon,2015,14.2,1.5L,Premium
4705,Grand Reserve Cuvée,Red,South Africa,Constantia,Cabernet Sauvignon,2007,11.6,1.5L,Medium
4706,Cellar Reserve Estate,Sparkling,Hungary,Tokaj,Merlot,2015,14.2,1L,Low
4707,Alluvial,Sparkling,France,Champagne,Cabernet Sauvignon,2017,14.5,1L,Premium
4708,Icon Wine Reserve,White,Slovenia,Posavje,Sauvignon Blanc,2008,14.0,0.75L,Medium
4709,Heritage Collection Cuvée,White,Bulgaria,Struma Valley,Syrah,2005,11.7,0.75L,Premium
4710,Grand Reserve Cuvée,White,Bulgaria,Thracian Valley,Cabernet Sauvignon,2001,13.6,0.75L,Medium
4711,Flor de Garnatxa,Dessert,France,Burgundy,Syrah,2019,11.7,1L,High
4712,Devine,Rosé,Chile,Casablanca Valley,Merlot,2022,12.9,1L,High
4713,Special Cuvée Estate,Red,New Zealand,Central Otago,Cabernet Sauvignon,2014,13.4,1L,Medium
4714,Icon Wine Estate,Rosé,South Africa,Paarl,Merlot,2008,14.2,0.75L,Low
4715,Old Vine Selection,Red,Lebanon,Mount Lebanon,Tempranillo,2001,14.3,0.75L,Medium
4716,Signature Series Selection,White,Israel,Negev,Sauvignon Blanc,2008,11.2,1.5L,Medium
4717,Barrel Selection Reserve,Dessert,Canada,British Columbia,Sauvignon Blanc,2020,11.6,0.75L,Low
4718,Icon Wine Reserve,Rosé,Hungary,Villány,Cabernet Sauvignon,2003,12.6,1.5L,Premium
4719,Grand Cru Cuvée,Red,South Africa,Paarl,Syrah,2012,13.7,1L,Premium
4720,Reserve Selection Reserve,Red,Bulgaria,Danube Plain,Sauvignon Blanc,2008,12.9,0.75L,Premium
4721,Noble Reserve Selection,Dessert,Austria,Kamptal,Riesling,2020,15.4,0.75L,Medium
4722,Les Comtesses,White,Chile,Casablanca Valley,Merlot,2017,12.6,1.5L,Medium
4723,Boccadirosa,Dessert,Argentina,Salta,Sauvignon Blanc,2021,11.8,0.75L,Medium
4724,Vintage Collection Cuvée,Rosé,Canada,British Columbia,Cabernet Sauvignon,2005,11.6,1L,Premium
4725,Luzón Blanco,Rosé,USA,Sonoma,Fetească Neagră,2002,11.7,1L,Low
4726,Piesport Goldtröpfchen Kabinett,Dessert,Australia,Barossa Valley,Fetească Neagră,2013,11.9,1.5L,Premium
4727,Cuvée Rare Réserve Brut,White,USA,Sonoma,Merlot,2002,14.4,0.75L,High
4728,Gamekeeper's,Rosé,Australia,Barossa Valley,Fetească Neagră,2013,11.5,0.75L,Medium
4729,Les Fumées Blanches,Rosé,Chile,Maipo Valley,Fetească Neagră,2011,13.4,1L,Premium
4730,Finca La Florencia,Dessert,USA,Oregon,Tempranillo,2014,13.6,1.5L,Medium
4731,Terrer d'Aubert,White,USA,Oregon,Riesling,2023,13.7,1L,Premium
4732,Nova Vineyard Trigrammaton,Sparkling,France,Burgundy,Pinot Noir,2005,14.6,0.75L,Premium
4733,Union Island Red,White,Romania,Cotnari,Riesling,2017,12.6,1.5L,High
4734,Montesierra Chardonnay-Macabeo,Dessert,Chile,Casablanca Valley,Tempranillo,2004,15.5,1L,Low
4735,Founders Reserve Reserve,Rosé,Croatia,Slavonia,Merlot,2021,11.7,0.75L,High
4736,Private Reserve Estate,Rosé,South Africa,Paarl,Sauvignon Blanc,2000,12.0,1.5L,Low
4737,Grower's Reserve Shazzam!,Red,USA,Oregon,Tempranillo,2012,13.4,1L,High
4738,Private Reserve Reserve,Rosé,Hungary,Eger,Tempranillo,2002,14.9,1L,High
4739,Remolinos Vineyard Mini Ediciones,Rosé,Romania,Murfatlar,Pinot Noir,2018,14.5,0.75L,High
4740,Artazuri Garnacha,Rosé,USA,Napa Valley,Fetească Neagră,2013,13.1,0.75L,Medium
4741,Dolcino,White,USA,Oregon,Pinot Noir,2012,15.3,0.75L,Medium
4742,Barrel Selection Estate,Red,South Africa,Stellenbosch,Malbec,2007,12.0,0.75L,High
4743,Artisan Series Reserve,Sparkling,South Africa,Swartland,Tempranillo,2018,14.8,1L,High
4744,Vintage Collection Reserve,Red,Austria,Kamptal,Malbec,2006,12.4,1.5L,Medium
4745,Touchdown,Red,USA,Oregon,Syrah,2001,15.3,0.75L,Premium
4746,Fay,Sparkling,Chile,Casablanca Valley,Chardonnay,2006,12.6,0.75L,Medium
4747,Bosco del Falco,Red,Spain,Catalonia,Pinot Noir,2009,11.0,1.5L,Premium
4748,Reserve Selection Estate,Red,Greece,Naoussa,Sauvignon Blanc,2014,11.3,1.5L,Medium
4749,Limited Edition,Dessert,Uruguay,Montevideo,Merlot,2014,11.5,1L,Low
4750,Limited Edition Cuvée,Red,New Zealand,Hawke's Bay,Malbec,2011,13.2,1L,High
4751,Signature Series Selection,White,Brazil,Campanha,Syrah,2001,11.2,1L,Medium
4752,Cougar Ridge Reserve,Red,Spain,Rioja,Syrah,2020,14.5,1.5L,Premium
4753,Signature Series Estate,Rosé,South Africa,Paarl,Cabernet Sauvignon,2007,14.7,1L,Medium
4754,Reserve Selection Estate,White,South Africa,Swartland,Riesling,2018,12.2,1L,High
4755,Vintage Collection,White,Greece,Nemea,Pinot Noir,2003,12.7,1.5L,Low
4756,Reserve Selection Estate,Dessert,Austria,Kamptal,Chardonnay,2010,12.2,1.5L,High
4757,Reserve Selection Reserve,Red,Slovenia,Podravje,Riesling,2014,12.4,1L,Premium
4758,Founders Reserve Selection,White,New Zealand,Hawke's Bay,Fetească Neagră,2023,12.8,0.75L,High
